topic,Text
3,"I tried to find the ingredients for this hot cocoa before I bought it, but couldn't find anything online. Turns out it has one of those mile long ingredient lists, and yet, that didn't help the taste at all. It is awful.<br /><br />I had three boxes of the stuff sitting around for a month and couldn't find any takers. I finally got rid it of it at the Christmas White Elephant gift exchange at work. I put it with a nice cookbook, which was the real present, and wrapped it real prettily. Unfortunately, the boss ended up with it. I haven't asked him if his family enjoyed it because I don't want to put him on the spot. Judging by the reviews, there are a lot of people who like it - hopefully, he will, too. Maybe it just depends on how your taste buds are trained. Mine grew up with hot chocolate made on the stove, with milk, cocoa and sugar, and maybe a tiny pinch of salt.  Compared to that, this stuff tastes like a chemical experiment.<br /><br />Anyway, instead of trying one of the other brands, I now heat some milk in the microwave, stir in a couple spoonfuls of Hershey's cocoa and some sugar to taste. It takes about three minutes, and it's delicious. Now, where did I put those mini-marshmallows?"
4,I should bite the bullet and only order this more expensive Fancy Feast for my 3 cats. They all love it; it's the sauce. There isn't any waste. Setting up autoship assures me that I am getting the best possible price around.
0,"This is my very favorite tea of all. I drink it year-round and never get tired of it like I do of others. It's good any time of the day. Not too strong, but still nicely flavorful, with a good balance of minty/spicy/herbal-y."
1,"Ingredients: carbonated wated, cane sugar, caramel color, caffeine, Brazilian guarana, sodium benzoate, citric acid, natural and artificial flavors, red # 40.<br /><br />If you can get past the skull and swords on the label, this root beer will go down nicely. You will get a buzz out of the caffeine and guarana in the brew, so it's a good substitute for your morning coffee. Plus: it's made with nice cane sugar, not nasty corn syrup. One caveat, sodium benzoate is used ""to preserve freshness"" on this and many soft drinks; I read that it should not be taken with citrus. Enjoy!"
3,Both my friend and I love this product. The dark chocolate and the mint really supplement each other. A little expensive but excellent quality.
0,"Love it, love it, love it!  Both me and my 10 year old drink this herbal tea quite often.  Very tasty!"
3,"I was introduced to this product a few years ago and was floored by how tasty and depending on the amount and type of milk added (2% or whole), how chocolaty the flavor could even be.  I've recently moved and don't know where to find it locally so I'm trying the online purchasing option - I'm almost out of it!<br /><br />This is a very nice option for those of us who don't drink coffee all that often but want to have something of quality in the kitchen cupboard.  Goes great with Trader Joes hot chocolate powder too"
0,"Earl grey is definitely one of my favorite flavors, however I had to knock a couple stars off the Twinnings brand (sorry - their other products tend to be the best!) as I find the Bergamot flavor to be too strong.  It borders on fruit/perfume.  Those who like the Bergamot flavor to overtake the tea flavor may rate this a full five stars, however for me it was too much like candy (I compare it to the way grape candy would come through your nose) and not enough like tea.  I find the celestial seasonings version of this tea (in decaf) to be flawless."
1,"I love Sky Blue sodas. And when I saw the Creamy Root Beer, as someone who loves all root beer, I ordered a case. Got it today, chilled a six pack for a few hours. Then poured one in a glass. Tasted it. Almost vomited. And then proceeded to dump them all down the drain. Horrible, horrible taste. I don't get how this can taste so bad, and all the others are so so good."
2,"This should be called Sad Baby--it's awful. My baby absolutely hates it! I tasted a tiny bit<br />and it was bland to the point of gagging. Besides I assumed (wrongly obviously) that Stage 3<br />food--for babies 7+ months--would have some chunks of real food. Unfortunately, it's just glop,<br />and unfortunately, incredibly tasteless glop. I tried other flavors from this brand and they<br />were just as disgusting, my baby wont eat any of the flavors at all."
3,These were a little disappointing. The hot chocolate is very watery and the flavor is a bit strange...kind of plastic tasting. Haven't been able to find a good brand of hot chocolate for keurig
0,"These were great - just as described. Used them for a bee-themed party, and now we use them as ""to go"" packs of honey for our coffee and tea."
3,"I mainly use my Keurig for coffee but thought I'd try this one since I love dark chocolate and it was getting mostly good reviews.  I've tried some other chocolate K-cups and had given up on them since they all seemed pretty watery.  If I can taste water I don't consider it real hot chocolate.  I was pleasantly surprised that this tastes much better than the others I've tried.  (I must admit there are many I haven't tried, but I don't really feel like making a big scientific study of it.)  This will be my source of hot chocolate from now on.<br /><br />I was a little disappointed to see how many ingredients it contains.  That sort of thing worries me a little.  Still, I don't drink hot chocolate that much, so I think I'll survive.  I'll copy the ingredient label here for those concerned plus a few items from the nutrition info:<br /><br />Calories 60, from fat 20.  Trans Fat 0g. Sodium 200mg. Sugars 6g.<br /><br />INGREDIENTS: sugar, glucose syrup solids, cocoa (processed with alkali), partially hydrogenated vegetable oil (may contain coconut, soybean, sunflower, palm and/or canola), modified whey, maltodextrin, salt, natural and artificial flavors, cellulose gum, sodium caseinate, cornstarch, lactose, dipotassium phosphate, sucralose, mono- and diglycerides, silicon dioxide, soy lecithin, artificial color. [Contains milk and soy.]<br /><br />(I always hate seeing artificial coloring in ""dark"" chocolate products.)<br /><br />If I had hot chocolate every day I would consider making it from scratch with more cocoa and fewer chemicals, but since I enjoy the convenience of having it nearly instantly from my Keurig on the occasional whim, I'll just keep a box of these K-cups on hand.  I highly recommend it for the taste, it isn't easy finding good hot chocolate."
